#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
829868,accessory,4,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,
829870,accessory,1,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,10,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,11,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,12,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,13,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,16,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,4,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,5,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,6,1,,,,,,1,1,,1,1,,,,,1,1,
829870,accessory,7,1,,,,,,1,1,,1,1,,,,,1,1,
829872,accessory,1,1,,,,,,,,,1,,,,,1,,,
829872,accessory,10,1,,,,,,,,,1,,,,,1,,,
829872,accessory,11,1,,,,,,,,,1,,,,,1,,,
829872,accessory,12,1,,,,,,,,,1,,,,,1,,,
829872,accessory,13,1,,,,,,,,,1,,,,,1,,,
829872,accessory,14,1,,,,,,,,,1,,,,,1,,,
829872,accessory,15,1,,,,,,,,,1,,,,,1,,,
829872,accessory,16,1,,,,,,,,,1,,,,,1,,,
829872,accessory,3,1,,,,,,,,,1,,,,,1,,,
829872,accessory,4,1,,,,,,,,,1,,,,,1,,,
829872,accessory,5,1,,,,,,,,,1,,,,,1,,,
829872,accessory,6,1,,,,,,,,,1,,,,,1,,,
829872,accessory,8,1,,,,,,,,,1,,,,,1,,,
829872,accessory,9,1,,,,,,,,,1,,,,,1,,,
829874,core,9,5,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,,
829875,core,1,3,,,,,,,,,2,,,,,,,,
829875,core,10,3,,,,,,,,,2,,,,,,,,
829875,core,11,3,,,,,,,,,2,,,,,,,,
829875,core,12,3,,,,,,,,,2,,,,,,,,
829875,core,13,3,,,,,,,,,2,,,,,,,,
829875,core,14,3,,,,,,,,,2,,,,,,,,
829875,core,15,3,,,,,,,,,2,,,,,,,,
829875,core,16,3,,,,,,,,,2,,,,,,,,
829875,core,3,3,,,,,,,,,2,,,,,,,,
829875,core,4,3,,,,,,,,,2,,,,,,,,
829875,core,5,3,,,,,,,,,2,,,,,,,,
829875,core,6,3,,,,,,,,,2,,,,,,,,
829875,core,7,3,,,,,,,,,2,,,,,,,,
829875,core,8,3,,,,,,,,,2,,,,,,,,
829875,core,9,3,,,,,,,,,2,,,,,,,,
829876,accessory,1,3,,2,2,1,3,1,,2,3,3,3,1,1,1,2,3,
829876,accessory,15,3,,2,2,1,3,1,,2,3,3,3,1,1,1,2,3,
829877,accessory,12,3,1,3,2,,2,3,1,1,3,3,2,3,3,2,3,2,
829878,accessory,14,2,1,1,1,1,1,,1,1,2,2,1,1,1,1,2,1,
829879,accessory,10,1,1,,,,,,,,,,,,,1,,,
829879,accessory,11,1,1,,,,,,,,,,,,,1,,,
829879,accessory,12,1,1,,,,,,,,,,,,,1,,,
829879,accessory,13,1,1,,,,,,,,,,,,,1,,,
829879,accessory,14,1,1,,,,,,,,,,,,,1,,,
829879,accessory,15,1,1,,,,,,,,,,,,,1,,,
829879,accessory,16,1,1,,,,,,,,,,,,,1,,,
829879,accessory,2,1,1,,,,,,,,,,,,,1,,,
829879,accessory,3,1,1,,,,,,,,,,,,,1,,,
829879,accessory,4,1,1,,,,,,,,,,,,,1,,,
829879,accessory,5,1,1,,,,,,,,,,,,,1,,,
829879,accessory,6,1,1,,,,,,,,,,,,,1,,,
829879,accessory,8,1,1,,,,,,,,,,,,,1,,,
829879,accessory,9,1,1,,,,,,,,,,,,,1,,,
829880,accessory,10,1,1,,,,,,,,1,,,,,,,,
829880,accessory,11,1,1,,,,,,,,1,,,,,,,,
829880,accessory,12,1,1,,,,,,,,1,,,,,,,,
829880,accessory,13,1,1,,,,,,,,1,,,,,,,,
829880,accessory,14,1,1,,,,,,,,1,,,,,,,,
829880,accessory,15,1,1,,,,,,,,1,,,,,,,,
829880,accessory,16,1,1,,,,,,,,1,,,,,,,,
829880,accessory,3,1,1,,,,,,,,1,,,,,,,,
829880,accessory,4,1,1,,,,,,,,1,,,,,,,,
829880,accessory,5,1,1,,,,,,,,1,,,,,,,,
829880,accessory,6,1,1,,,,,,,,1,,,,,,,,
829880,accessory,7,1,1,,,,,,,,1,,,,,,,,
829880,accessory,8,1,1,,,,,,,,1,,,,,,,,
829880,accessory,9,1,1,,,,,,,,1,,,,,,,,
829881,accessory,4,3,3,3,3,3,3,2,3,2,3,3,,2,2,2,3,3,
829882,accessory,11,1,1,1,,1,,,,1,1,1,1,,,1,1,,
829882,accessory,13,1,1,1,,1,,,,1,1,1,1,,,1,1,,
829882,accessory,14,1,1,1,,1,,,,1,1,1,1,,,1,1,,
829882,accessory,15,1,1,1,,1,,,,1,1,1,1,,,1,1,,
829882,accessory,5,1,1,1,,1,,,,1,1,1,1,,,1,1,,
829882,accessory,6,1,1,1,,1,,,,1,1,1,1,,,1,1,,
829882,accessory,9,1,1,1,,1,,,,1,1,1,1,,,1,1,,
829883,accessory,1,1,,1,,1,1,1,,1,1,1,1,1,,1,,1,
829883,accessory,11,1,,1,,1,1,1,,1,1,1,1,1,,1,,1,
829883,accessory,15,1,,1,,1,1,1,,1,1,1,1,1,,1,,1,
829883,accessory,6,1,,1,,1,1,1,,1,1,1,1,1,,1,,1,
829883,accessory,8,1,,1,,1,1,1,,1,1,1,1,1,,1,,1,
829884,accessory,4,2,1,2,2,2,2,2,2,1,2,2,,2,2,2,2,1,
829885,accessory,10,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,
829885,accessory,11,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,
829885,accessory,13,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,
829886,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,
829886,accessory,7,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,
829887,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,
829887,accessory,8,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,
829892,core,1,2,,,,,,,,,1,,,,,,,,
829892,core,10,2,,,,,,,,,1,,,,,,,,
829892,core,11,2,,,,,,,,,1,,,,,,,,
829892,core,12,2,,,,,,,,,1,,,,,,,,
829892,core,13,2,,,,,,,,,1,,,,,,,,
829892,core,14,2,,,,,,,,,1,,,,,,,,
829892,core,15,2,,,,,,,,,1,,,,,,,,
829892,core,16,2,,,,,,,,,1,,,,,,,,
829892,core,3,2,,,,,,,,,1,,,,,,,,
829892,core,4,2,,,,,,,,,1,,,,,,,,
829892,core,5,2,,,,,,,,,1,,,,,,,,
829892,core,6,2,,,,,,,,,1,,,,,,,,
829892,core,7,2,,,,,,,,,1,,,,,,,,
829892,core,8,2,,,,,,,,,1,,,,,,,,
829892,core,9,2,,,,,,,,,1,,,,,,,,
829893,accessory,1,1,,,,,,,,,1,,,,,,,,
829893,accessory,10,1,,,,,,,,,1,,,,,,,,
829893,accessory,11,1,,,,,,,,,1,,,,,,,,
829893,accessory,12,1,,,,,,,,,1,,,,,,,,
829893,accessory,13,1,,,,,,,,,1,,,,,,,,
829893,accessory,14,1,,,,,,,,,1,,,,,,,,
829893,accessory,15,1,,,,,,,,,1,,,,,,,,
829893,accessory,16,1,,,,,,,,,1,,,,,,,,
829893,accessory,3,1,,,,,,,,,1,,,,,,,,
829893,accessory,4,1,,,,,,,,,1,,,,,,,,
829893,accessory,5,1,,,,,,,,,1,,,,,,,,
829893,accessory,6,1,,,,,,,,,1,,,,,,,,
829893,accessory,7,1,,,,,,,,,1,,,,,,,,
829893,accessory,8,1,,,,,,,,,1,,,,,,,,
829893,accessory,9,1,,,,,,,,,1,,,,,,,,
829894,core,14,5,1,1,1,1,1,,1,1,4,1,2,1,1,1,1,1,
829896,accessory,10,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,11,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,12,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,13,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,14,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,15,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,5,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,7,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,8,1,1,,,,,,,1,1,1,1,,1,,,,
829896,accessory,9,1,1,,,,,,,1,1,1,1,,1,,,,
829897,accessory,10,1,1,,,1,,1,1,,1,1,,,1,1,,,
829897,accessory,11,1,1,,,1,,1,1,,1,1,,,1,1,,,
829897,accessory,13,1,1,,,1,,1,1,,1,1,,,1,1,,,
829897,accessory,16,1,1,,,1,,1,1,,1,1,,,1,1,,,
829897,accessory,4,1,1,,,1,,1,1,,1,1,,,1,1,,,
829897,accessory,5,1,1,,,1,,1,1,,1,1,,,1,1,,,
829897,accessory,8,1,1,,,1,,1,1,,1,1,,,1,1,,,
829897,accessory,9,1,1,,,1,,1,1,,1,1,,,1,1,,,
829898,accessory,1,2,,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,
829899,accessory,1,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,
829900,accessory,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
829900,accessory,16,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
829904,accessory,10,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,11,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,12,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,13,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,14,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,15,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,6,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,7,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,8,2,1,,,,,,,1,2,2,2,1,,,,,
829904,accessory,9,2,1,,,,,,,1,2,2,2,1,,,,,
829905,accessory,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
829905,accessory,16,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
829905,accessory,5,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
829906,accessory,1,2,,,,,,1,,,2,,,,,,,,
829906,accessory,10,2,,,,,,1,,,2,,,,,,,,
829906,accessory,11,2,,,,,,1,,,2,,,,,,,,
829906,accessory,12,2,,,,,,1,,,2,,,,,,,,
829906,accessory,13,2,,,,,,1,,,2,,,,,,,,
829906,accessory,15,2,,,,,,1,,,2,,,,,,,,
829906,accessory,16,2,,,,,,1,,,2,,,,,,,,
829906,accessory,3,2,,,,,,1,,,2,,,,,,,,
829906,accessory,4,2,,,,,,1,,,2,,,,,,,,
829906,accessory,5,2,,,,,,1,,,2,,,,,,,,
829906,accessory,6,2,,,,,,1,,,2,,,,,,,,
829906,accessory,7,2,,,,,,1,,,2,,,,,,,,
829906,accessory,8,2,,,,,,1,,,2,,,,,,,,
829906,accessory,9,2,,,,,,1,,,2,,,,,,,,
829907,accessory,1,1,,,,,,,,,1,,,,,,,,
829907,accessory,10,1,,,,,,,,,1,,,,,,,,
829907,accessory,11,1,,,,,,,,,1,,,,,,,,
829907,accessory,12,1,,,,,,,,,1,,,,,,,,
829907,accessory,13,1,,,,,,,,,1,,,,,,,,
829907,accessory,14,1,,,,,,,,,1,,,,,,,,
829907,accessory,15,1,,,,,,,,,1,,,,,,,,
829907,accessory,16,1,,,,,,,,,1,,,,,,,,
829907,accessory,3,1,,,,,,,,,1,,,,,,,,
829907,accessory,4,1,,,,,,,,,1,,,,,,,,
829907,accessory,5,1,,,,,,,,,1,,,,,,,,
829907,accessory,6,1,,,,,,,,,1,,,,,,,,
829907,accessory,7,1,,,,,,,,,1,,,,,,,,
829907,accessory,8,1,,,,,,,,,1,,,,,,,,
829907,accessory,9,1,,,,,,,,,1,,,,,,,,
829908,accessory,14,2,1,1,1,1,1,,1,1,1,2,2,2,2,1,1,1,
829909,accessory,16,2,2,1,1,1,1,1,1,,2,2,2,2,2,1,1,2,
829910,accessory,1,1,,1,1,1,1,,1,,1,1,1,,,1,1,,
829910,accessory,14,1,,1,1,1,1,,1,,1,1,1,,,1,1,,
829910,accessory,16,1,,1,1,1,1,,1,,1,1,1,,,1,1,,
829910,accessory,5,1,,1,1,1,1,,1,,1,1,1,,,1,1,,
829910,accessory,6,1,,1,1,1,1,,1,,1,1,1,,,1,1,,
829910,accessory,9,1,,1,1,1,1,,1,,1,1,1,,,1,1,,
829911,accessory,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,,
829911,accessory,4,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,,
829911,accessory,5,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,,
829911,accessory,9,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,,
829914,core,1,2,,,,,,,,,1,,,,,,,,
829914,core,10,2,,,,,,,,,1,,,,,,,,
829914,core,11,2,,,,,,,,,1,,,,,,,,
829914,core,12,2,,,,,,,,,1,,,,,,,,
829914,core,13,2,,,,,,,,,1,,,,,,,,
829914,core,14,2,,,,,,,,,1,,,,,,,,
829914,core,15,2,,,,,,,,,1,,,,,,,,
829914,core,16,2,,,,,,,,,1,,,,,,,,
829914,core,3,2,,,,,,,,,1,,,,,,,,
829914,core,4,2,,,,,,,,,1,,,,,,,,
829914,core,5,2,,,,,,,,,1,,,,,,,,
829914,core,6,2,,,,,,,,,1,,,,,,,,
829914,core,7,2,,,,,,,,,1,,,,,,,,
829914,core,8,2,,,,,,,,,1,,,,,,,,
829914,core,9,2,,,,,,,,,1,,,,,,,,
829915,accessory,1,1,,,,,,,,,1,,,,,,,,
829915,accessory,10,1,,,,,,,,,1,,,,,,,,
829915,accessory,11,1,,,,,,,,,1,,,,,,,,
829915,accessory,12,1,,,,,,,,,1,,,,,,,,
829915,accessory,13,1,,,,,,,,,1,,,,,,,,
829915,accessory,14,1,,,,,,,,,1,,,,,,,,
829915,accessory,15,1,,,,,,,,,1,,,,,,,,
829915,accessory,16,1,,,,,,,,,1,,,,,,,,
829915,accessory,3,1,,,,,,,,,1,,,,,,,,
829915,accessory,4,1,,,,,,,,,1,,,,,,,,
829915,accessory,5,1,,,,,,,,,1,,,,,,,,
829915,accessory,6,1,,,,,,,,,1,,,,,,,,
829915,accessory,7,1,,,,,,,,,1,,,,,,,,
829915,accessory,8,1,,,,,,,,,1,,,,,,,,
829915,accessory,9,1,,,,,,,,,1,,,,,,,,
829916,accessory,1,1,,,,,,,,,1,,,,,,,,
829916,accessory,10,1,,,,,,,,,1,,,,,,,,
829916,accessory,11,1,,,,,,,,,1,,,,,,,,
829916,accessory,12,1,,,,,,,,,1,,,,,,,,
829916,accessory,13,1,,,,,,,,,1,,,,,,,,
829916,accessory,14,1,,,,,,,,,1,,,,,,,,
829916,accessory,15,1,,,,,,,,,1,,,,,,,,
829916,accessory,16,1,,,,,,,,,1,,,,,,,,
829916,accessory,3,1,,,,,,,,,1,,,,,,,,
829916,accessory,4,1,,,,,,,,,1,,,,,,,,
829916,accessory,5,1,,,,,,,,,1,,,,,,,,
829916,accessory,6,1,,,,,,,,,1,,,,,,,,
829916,accessory,7,1,,,,,,,,,1,,,,,,,,
829916,accessory,8,1,,,,,,,,,1,,,,,,,,
829916,accessory,9,1,,,,,,,,,1,,,,,,,,
829917,accessory,10,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,11,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,12,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,13,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,14,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,15,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,4,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,5,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,6,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,7,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,8,2,1,,,,,,,1,2,1,,,,,,,
829917,accessory,9,2,1,,,,,,,1,2,1,,,,,,,
829918,accessory,14,2,1,1,2,2,2,,2,1,2,2,1,2,2,1,2,2,
829919,accessory,1,1,,1,,1,1,1,1,,1,,1,1,1,1,1,1,
829919,accessory,11,1,,1,,1,1,1,1,,1,,1,1,1,1,1,1,
829919,accessory,16,1,,1,,1,1,1,1,,1,,1,1,1,1,1,1,
829919,accessory,3,1,,1,,1,1,1,1,,1,,1,1,1,1,1,1,
829920,accessory,16,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,
829920,accessory,6,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,
829921,core,1,2,,,,,,,,,1,,,,1,,,,
829921,core,10,2,,,,,,,,,1,,,,1,,,,
829921,core,11,2,,,,,,,,,1,,,,1,,,,
829921,core,12,2,,,,,,,,,1,,,,1,,,,
829921,core,13,2,,,,,,,,,1,,,,1,,,,
829921,core,14,2,,,,,,,,,1,,,,1,,,,
829921,core,15,2,,,,,,,,,1,,,,1,,,,
829921,core,16,2,,,,,,,,,1,,,,1,,,,
829921,core,3,2,,,,,,,,,1,,,,1,,,,
829921,core,4,2,,,,,,,,,1,,,,1,,,,
829921,core,5,2,,,,,,,,,1,,,,1,,,,
829921,core,7,2,,,,,,,,,1,,,,1,,,,
829921,core,8,2,,,,,,,,,1,,,,1,,,,
829921,core,9,2,,,,,,,,,1,,,,1,,,,
829922,accessory,12,4,2,2,3,,3,3,2,3,4,4,3,4,3,2,2,3,
829923,accessory,1,1,,,,,,,,,1,,,,,,,,
829923,accessory,10,1,,,,,,,,,1,,,,,,,,
829923,accessory,11,1,,,,,,,,,1,,,,,,,,
829923,accessory,12,1,,,,,,,,,1,,,,,,,,
829923,accessory,13,1,,,,,,,,,1,,,,,,,,
829923,accessory,14,1,,,,,,,,,1,,,,,,,,
829923,accessory,15,1,,,,,,,,,1,,,,,,,,
829923,accessory,16,1,,,,,,,,,1,,,,,,,,
829923,accessory,3,1,,,,,,,,,1,,,,,,,,
829923,accessory,4,1,,,,,,,,,1,,,,,,,,
829923,accessory,5,1,,,,,,,,,1,,,,,,,,
829923,accessory,6,1,,,,,,,,,1,,,,,,,,
829923,accessory,7,1,,,,,,,,,1,,,,,,,,
829923,accessory,8,1,,,,,,,,,1,,,,,,,,
829923,accessory,9,1,,,,,,,,,1,,,,,,,,
829924,accessory,1,1,,,,,,,,,1,,,,,,,,
829924,accessory,10,1,,,,,,,,,1,,,,,,,,
829924,accessory,11,1,,,,,,,,,1,,,,,,,,
829924,accessory,12,1,,,,,,,,,1,,,,,,,,
829924,accessory,13,1,,,,,,,,,1,,,,,,,,
829924,accessory,14,1,,,,,,,,,1,,,,,,,,
829924,accessory,15,1,,,,,,,,,1,,,,,,,,
829924,accessory,16,1,,,,,,,,,1,,,,,,,,
829924,accessory,3,1,,,,,,,,,1,,,,,,,,
829924,accessory,4,1,,,,,,,,,1,,,,,,,,
829924,accessory,5,1,,,,,,,,,1,,,,,,,,
829924,accessory,6,1,,,,,,,,,1,,,,,,,,
829924,accessory,7,1,,,,,,,,,1,,,,,,,,
829924,accessory,8,1,,,,,,,,,1,,,,,,,,
829924,accessory,9,1,,,,,,,,,1,,,,,,,,
829925,accessory,10,1,1,,,,,,,,,,,,,,,,
829925,accessory,11,1,1,,,,,,,,,,,,,,,,
829925,accessory,12,1,1,,,,,,,,,,,,,,,,
829925,accessory,13,1,1,,,,,,,,,,,,,,,,
829925,accessory,14,1,1,,,,,,,,,,,,,,,,
829925,accessory,15,1,1,,,,,,,,,,,,,,,,
829925,accessory,16,1,1,,,,,,,,,,,,,,,,
829925,accessory,2,1,1,,,,,,,,,,,,,,,,
829925,accessory,3,1,1,,,,,,,,,,,,,,,,
829925,accessory,4,1,1,,,,,,,,,,,,,,,,
829925,accessory,5,1,1,,,,,,,,,,,,,,,,
829925,accessory,6,1,1,,,,,,,,,,,,,,,,
829925,accessory,7,1,1,,,,,,,,,,,,,,,,
829925,accessory,8,1,1,,,,,,,,,,,,,,,,
829925,accessory,9,1,1,,,,,,,,,,,,,,,,
829926,accessory,1,2,,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,
829927,accessory,10,1,1,,1,,,,,1,1,1,1,,,1,,1,
829927,accessory,12,1,1,,1,,,,,1,1,1,1,,,1,,1,
829927,accessory,13,1,1,,1,,,,,1,1,1,1,,,1,,1,
829927,accessory,14,1,1,,1,,,,,1,1,1,1,,,1,,1,
829927,accessory,15,1,1,,1,,,,,1,1,1,1,,,1,,1,
829927,accessory,5,1,1,,1,,,,,1,1,1,1,,,1,,1,
829927,accessory,6,1,1,,1,,,,,1,1,1,1,,,1,,1,
829927,accessory,8,1,1,,1,,,,,1,1,1,1,,,1,,1,
829928,accessory,10,1,1,,,1,,1,,1,1,1,,1,,1,1,1,
829928,accessory,11,1,1,,,1,,1,,1,1,1,,1,,1,1,1,
829928,accessory,13,1,1,,,1,,1,,1,1,1,,1,,1,1,1,
829928,accessory,15,1,1,,,1,,1,,1,1,1,,1,,1,1,1,
829928,accessory,4,1,1,,,1,,1,,1,1,1,,1,,1,1,1,
829928,accessory,6,1,1,,,1,,1,,1,1,1,,1,,1,1,1,
829929,accessory,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
829929,accessory,16,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
829929,accessory,3,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
829929,accessory,4,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
829930,accessory,6,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,
829930,accessory,9,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,
829931,core,1,2,,,,,,,,,1,,,,,,,,
829931,core,10,2,,,,,,,,,1,,,,,,,,
829931,core,11,2,,,,,,,,,1,,,,,,,,
829931,core,12,2,,,,,,,,,1,,,,,,,,
829931,core,13,2,,,,,,,,,1,,,,,,,,
829931,core,14,2,,,,,,,,,1,,,,,,,,
829931,core,15,2,,,,,,,,,1,,,,,,,,
829931,core,16,2,,,,,,,,,1,,,,,,,,
829931,core,3,2,,,,,,,,,1,,,,,,,,
829931,core,4,2,,,,,,,,,1,,,,,,,,
829931,core,5,2,,,,,,,,,1,,,,,,,,
829931,core,6,2,,,,,,,,,1,,,,,,,,
829931,core,7,2,,,,,,,,,1,,,,,,,,
829931,core,8,2,,,,,,,,,1,,,,,,,,
829931,core,9,2,,,,,,,,,1,,,,,,,,
829934,core,1,2,,,,,,,,,1,,,,,,,,
829934,core,10,2,,,,,,,,,1,,,,,,,,
829934,core,11,2,,,,,,,,,1,,,,,,,,
829934,core,12,2,,,,,,,,,1,,,,,,,,
829934,core,13,2,,,,,,,,,1,,,,,,,,
829934,core,14,2,,,,,,,,,1,,,,,,,,
829934,core,15,2,,,,,,,,,1,,,,,,,,
829934,core,16,2,,,,,,,,,1,,,,,,,,
829934,core,3,2,,,,,,,,,1,,,,,,,,
829934,core,4,2,,,,,,,,,1,,,,,,,,
829934,core,5,2,,,,,,,,,1,,,,,,,,
829934,core,6,2,,,,,,,,,1,,,,,,,,
829934,core,7,2,,,,,,,,,1,,,,,,,,
829934,core,8,2,,,,,,,,,1,,,,,,,,
829934,core,9,2,,,,,,,,,1,,,,,,,,
829935,accessory,1,1,,,,,,,,,1,,,,,,,,
829935,accessory,10,1,,,,,,,,,1,,,,,,,,
829935,accessory,11,1,,,,,,,,,1,,,,,,,,
829935,accessory,12,1,,,,,,,,,1,,,,,,,,
829935,accessory,13,1,,,,,,,,,1,,,,,,,,
829935,accessory,14,1,,,,,,,,,1,,,,,,,,
829935,accessory,15,1,,,,,,,,,1,,,,,,,,
829935,accessory,16,1,,,,,,,,,1,,,,,,,,
829935,accessory,3,1,,,,,,,,,1,,,,,,,,
829935,accessory,4,1,,,,,,,,,1,,,,,,,,
829935,accessory,5,1,,,,,,,,,1,,,,,,,,
829935,accessory,6,1,,,,,,,,,1,,,,,,,,
829935,accessory,7,1,,,,,,,,,1,,,,,,,,
829935,accessory,8,1,,,,,,,,,1,,,,,,,,
829935,accessory,9,1,,,,,,,,,1,,,,,,,,
829936,accessory,8,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,1,
829937,accessory,1,1,,,,,,,,,1,,,,,,,,
829937,accessory,10,1,,,,,,,,,1,,,,,,,,
829937,accessory,11,1,,,,,,,,,1,,,,,,,,
829937,accessory,12,1,,,,,,,,,1,,,,,,,,
829937,accessory,13,1,,,,,,,,,1,,,,,,,,
829937,accessory,14,1,,,,,,,,,1,,,,,,,,
829937,accessory,15,1,,,,,,,,,1,,,,,,,,
829937,accessory,16,1,,,,,,,,,1,,,,,,,,
829937,accessory,3,1,,,,,,,,,1,,,,,,,,
829937,accessory,4,1,,,,,,,,,1,,,,,,,,
829937,accessory,5,1,,,,,,,,,1,,,,,,,,
829937,accessory,6,1,,,,,,,,,1,,,,,,,,
829937,accessory,7,1,,,,,,,,,1,,,,,,,,
829937,accessory,8,1,,,,,,,,,1,,,,,,,,
829937,accessory,9,1,,,,,,,,,1,,,,,,,,
829938,accessory,1,1,,,,,,,,,1,,,,,,,,
829938,accessory,10,1,,,,,,,,,1,,,,,,,,
829938,accessory,11,1,,,,,,,,,1,,,,,,,,
829938,accessory,12,1,,,,,,,,,1,,,,,,,,
829938,accessory,13,1,,,,,,,,,1,,,,,,,,
829938,accessory,14,1,,,,,,,,,1,,,,,,,,
829938,accessory,15,1,,,,,,,,,1,,,,,,,,
829938,accessory,16,1,,,,,,,,,1,,,,,,,,
829938,accessory,3,1,,,,,,,,,1,,,,,,,,
829938,accessory,4,1,,,,,,,,,1,,,,,,,,
829938,accessory,5,1,,,,,,,,,1,,,,,,,,
829938,accessory,6,1,,,,,,,,,1,,,,,,,,
829938,accessory,7,1,,,,,,,,,1,,,,,,,,
829938,accessory,8,1,,,,,,,,,1,,,,,,,,
829938,accessory,9,1,,,,,,,,,1,,,,,,,,
829940,accessory,1,1,,,,,,,,,1,,,,,,,,
829940,accessory,10,1,,,,,,,,,1,,,,,,,,
829940,accessory,11,1,,,,,,,,,1,,,,,,,,
829940,accessory,12,1,,,,,,,,,1,,,,,,,,
829940,accessory,13,1,,,,,,,,,1,,,,,,,,
829940,accessory,14,1,,,,,,,,,1,,,,,,,,
829940,accessory,15,1,,,,,,,,,1,,,,,,,,
829940,accessory,16,1,,,,,,,,,1,,,,,,,,
829940,accessory,3,1,,,,,,,,,1,,,,,,,,
829940,accessory,4,1,,,,,,,,,1,,,,,,,,
829940,accessory,5,1,,,,,,,,,1,,,,,,,,
829940,accessory,6,1,,,,,,,,,1,,,,,,,,
829940,accessory,7,1,,,,,,,,,1,,,,,,,,
829940,accessory,8,1,,,,,,,,,1,,,,,,,,
829940,accessory,9,1,,,,,,,,,1,,,,,,,,
829941,accessory,1,1,,,,,,,1,,1,,,,,,,,
829941,accessory,10,1,,,,,,,1,,1,,,,,,,,
829941,accessory,11,1,,,,,,,1,,1,,,,,,,,
829941,accessory,12,1,,,,,,,1,,1,,,,,,,,
829941,accessory,13,1,,,,,,,1,,1,,,,,,,,
829941,accessory,14,1,,,,,,,1,,1,,,,,,,,
829941,accessory,16,1,,,,,,,1,,1,,,,,,,,
